RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
2,RU0819013,5,5,"Normal /TS# /Job#200158772",4950.00,0,2,3102-321, /Batch #RU0819013 /Timesheet #,0.00,,,,,,,
2,RU0819013,5,6,"SOCSO /TS# /Job#200158772",69.05,0,2,3102-321, /Batch #RU0819013 /Timesheet #,0.00,,,,,,,
3,RU0819013,5,1,20191027,6645.71,,,,,,,,,,,,
1,RU0819014,6,300032713,516706,1,AP-MONTH=08,20190828,0,20191027,1,0,SST,1,26.58,2019,08,
2,RU0819014,6,1,"+Med Benefit Reimburse /TS# /Job#200156453",75.00,0,1,3102-101, /Batch #RU0819014 /Timesheet #,4.50,,,,,,,
2,RU0819014,6,2,"Admin Fee /TS# /Job#200156453",368.00,0,1,3102-101, /Batch #RU0819014 /Timesheet #,22.08,,,,,,,
2,RU0819014,6,3,"EIS /TS# /Job#200156453",4.50,0,2,3102-101, /Batch #RU0819014 /Timesheet #,0.00,,,,,,,
2,RU0819014,6,4,"EPF /TS# /Job#200156453",299.00,0,2,3102-101, /Batch #RU0819014 /Timesheet #,0.00,,,,,,,
2,RU0819014,6,5,"Normal /TS# /Job#200156453",2300.00,0,2,3102-101, /Batch #RU0819014 /Timesheet #,0.00,,,,,,,
2,RU0819014,6,6,"SOCSO /TS# /Job#200156453",39.35,0,2,3102-101, /Batch #RU0819014 /Timesheet #,0.00,,,,,,,
3,RU0819014,6,1,20191027,3112.43,,,,,,,,,,,,
1,NO0819001,7,300034009,516707,1,AP-MONTH=08,20190827,0,20190910,1,0,SST,1,220.75,2019,08,
2,NO0819001,7,1,"+Med Benefit Reimburse /TS# /Job#200150576",152.00,0,1,3102-324, /Batch #NO0819001 /Timesheet #,9.12,,,,,,,
2,NO0819001,7,2,"+Med Benefit Reimburse /TS# /Job#200157677",480.00,0,1,3103-324, /Batch #NO0819001 /Timesheet #,28.80,,,,,,,
2,NO0819001,7,3,"Admin Fee /TS# /Job#200150576",480.25,0,1,3102-324, /Batch #NO0819001 /Timesheet #,28.82,,,,,,,
2,NO0819001,7,4,"Admin Fee /TS# /Job#200160113",559.98,0,1,3102-324, /Batch #NO0819001 /Timesheet #,33.60,,,,,,,
2,NO0819001,7,5,"Admin Fee /TS# /Job#200157677",2006.95,0,1,3103-324, /Batch #NO0819001 /Timesheet #,120.42,,,,,,,
2,NO0819001,7,6,"Auto Allowance /TS# /Job#200150576",451.61,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,7,"Auto Allowance /TS# /Job#200160113",548.39,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,8,"Auto Allowance /TS# /Job#200157677",833.33,0,2,3103-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,9,"Commission /TS# /Job#200157677",5287.25,0,2,3103-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,10,"EIS /TS# /Job#200150576",7.30,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,11,"EIS /TS# /Job#200160113",0.60,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,12,"EIS /TS# /Job#200157677",7.90,0,2,3103-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,13,"EPF /TS# /Job#200150576",476.00,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,14,"EPF /TS# /Job#200160113",508.00,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,15,"EPF /TS# /Job#200157677",2004.00,0,2,3103-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,16,"Normal /TS# /Job#200150576",3651.74,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,17,"Normal /TS# /Job#200160113",4537.57,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,18,"Normal /TS# /Job#200157677",11388.00,0,2,3103-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,19,"SOCSO /TS# /Job#200150576",63.85,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,20,"SOCSO /TS# /Job#200160113",5.20,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
2,NO0819001,7,21,"SOCSO /TS# /Job#200157677",69.05,0,2,3103-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
3,NO0819001,7,1,20190910,33739.72,,,,,,,,,,,,
1,WA0819037,8,300034330,516708,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,49.02,2019,08,
2,WA0819037,8,1,"+Med Benefit Reimburse /TS# /Job#200157666",79.00,0,1,3102-321, /Batch #WA0819037 /Timesheet #,4.74,,,,,,,
2,WA0819037,8,2,"Admin Fee /TS# /Job#200157666",737.94,0,1,3102-321, /Batch #WA0819037 /Timesheet #,44.28,,,,,,,
2,WA0819037,8,3,"EIS /TS# /Job#200157666",4.90,0,2,3102-321, /Batch #WA0819037 /Timesheet #,0.00,,,,,,,
2,WA0819037,8,4,"EPF /TS# /Job#200157666",325.00,0,2,3102-321, /Batch #WA0819037 /Timesheet #,0.00,,,,,,,
2,WA0819037,8,5,"Normal /TS# /Job#200157666",2500.00,0,2,3102-321, /Batch #WA0819037 /Timesheet #,0.00,,,,,,,
2,WA0819037,8,6,"SOCSO /TS# /Job#200157666",42.85,0,2,3102-321, /Batch #WA0819037 /Timesheet #,0.00,,,,,,,
3,WA0819037,8,1,20190927,3738.71,,,,,,,,,,,,
1,WA0819021,9,300034501,516709,1,AP-MONTH=08,20190828,0,20191027,1,0,SST,1,23.48,2019,08,
2,WA0819021,9,1,"+Med Benefit Reimburse /TS# /Job#200159733",79.00,0,1,3103-301, /Batch #WA0819021 /Timesheet #,4.74,,,,,,,
2,WA0819021,9,2,"Admin Fee /TS# /Job#200159733",312.41,0,1,3103-301, /Batch #WA0819021 /Timesheet #,18.74,,,,,,,
2,WA0819021,9,3,"EIS /TS# /Job#200159733",5.30,0,2,3103-301, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,9,4,"EPF /TS# /Job#200159733",338.00,0,2,3103-301, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,9,5,"Normal /TS# /Job#200159733",2600.00,0,2,3103-301, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,9,6,"Over Time 1.5 /TS# /Job#200159733",55.40,0,2,3103-301, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,9,7,"SOCSO /TS# /Job#200159733",46.35,0,2,3103-301, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
3,WA0819021,9,1,20191027,3459.94,,,,,,,,,,,,
1,WA0819021,10,300034498,516710,1,AP-MONTH=08,20190828,0,20191027,1,0,SST,1,36.62,2019,08,
2,WA0819021,10,1,"+Med Benefit Reimburse /TS# /Job#200159700",79.00,0,1,3102-321, /Batch #WA0819021 /Timesheet #,4.74,,,,,,,
2,WA0819021,10,2,"Admin Fee /TS# /Job#200159700",531.31,0,1,3102-321, /Batch #WA0819021 /Timesheet #,31.88,,,,,,,
2,WA0819021,10,3,"EIS /TS# /Job#200159700",4.90,0,2,3102-321, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,10,4,"EPF /TS# /Job#200159700",325.00,0,2,3102-321, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,10,5,"Normal /TS# /Job#200159700",2500.00,0,2,3102-321, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
2,WA0819021,10,6,"SOCSO /TS# /Job#200159700",42.85,0,2,3102-321, /Batch #WA0819021 /Timesheet #,0.00,,,,,,,
3,WA0819021,10,1,20191027,3519.68,,,,,,,,,,,,
1,NO0819001,11,300034009,516711,1,AP-MONTH=08,20190827,0,20190910,1,0,SST,1,0.00,2019,08,
2,NO0819001,11,1,"Disbursement (Mobile) /TS# /Job#200150576",1276.80,0,2,3102-324, /Batch #NO0819001 /Timesheet #,0.00,,,,,,,
3,NO0819001,11,1,20190910,1276.80,,,,,,,,,,,,
1,WA0819026,12,300034353,516712,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,99.95,2019,08,
2,WA0819026,12,1,"+Med Benefit Reimburse /TS# /Job#200159681",100.00,0,1,3103-301, /Batch #WA0819026 /Timesheet #,6.00,,,,,,,
2,WA0819026,12,2,"+Med Benefit Reimburse /TS# /Job#200154811",100.00,0,1,3103-301, /Batch #WA0819026 /Timesheet #,6.00,,,,,,,
2,WA0819026,12,3,"+Med Benefit Reimburse /TS# /Job#200159781",100.00,0,1,3103-301, /Batch #WA0819026 /Timesheet #,6.00,,,,,,,
2,WA0819026,12,4,"+Med Benefit Reimburse /TS# /Job#200159784",100.00,0,1,3103-301, /Batch #WA0819026 /Timesheet #,6.00,,,,,,,
2,WA0819026,12,5,"Admin Fee /TS# /Job#200159681",476.79,0,1,3103-301, /Batch #WA0819026 /Timesheet #,28.61,,,,,,,
2,WA0819026,12,6,"Admin Fee /TS# /Job#200154811",363.03,0,1,3103-301, /Batch #WA0819026 /Timesheet #,21.78,,,,,,,
2,WA0819026,12,7,"Admin Fee /TS# /Job#200159781",281.94,0,1,3103-301, /Batch #WA0819026 /Timesheet #,16.92,,,,,,,
2,WA0819026,12,8,"Admin Fee /TS# /Job#200159784",144.00,0,1,3103-301, /Batch #WA0819026 /Timesheet #,8.64,,,,,,,
2,WA0819026,12,9,"EIS /TS# /Job#200159681",7.90,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,10,"EIS /TS# /Job#200154811",7.10,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,11,"EIS /TS# /Job#200159781",4.90,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,12,"EIS /TS# /Job#200159784",2.50,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,13,"EPF /TS# /Job#200159681",541.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,14,"EPF /TS# /Job#200154811",411.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,15,"EPF /TS# /Job#200159781",320.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,16,"EPF /TS# /Job#200159784",164.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,17,"Fixed Allowance /TS# /Job#200159681",150.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,18,"Fixed Allowance /TS# /Job#200154811",150.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,19,"Fixed Allowance /TS# /Job#200159781",96.77,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,20,"Fixed Allowance /TS# /Job#200159784",38.71,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,21,"Normal /TS# /Job#200159681",4000.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,22,"Normal /TS# /Job#200154811",3000.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,23,"Normal /TS# /Job#200159781",2354.84,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,24,"Normal /TS# /Job#200159784",1212.90,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,25,"OT Adjustment /TS# /Job#200154811",440.00,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,26,"SOCSO /TS# /Job#200159681",69.05,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,27,"SOCSO /TS# /Job#200154811",62.15,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,28,"SOCSO /TS# /Job#200159781",42.85,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
2,WA0819026,12,29,"SOCSO /TS# /Job#200159784",21.85,0,2,3103-301, /Batch #WA0819026 /Timesheet #,0.00,,,,,,,
3,WA0819026,12,1,20190927,14863.23,,,,,,,,,,,,
1,NO0819002,13,300034291,516713,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,201.25,2019,08,
2,NO0819002,13,1,"Admin Fee /TS# /Job#200151605",344.76,0,1,3103-301, /Batch #NO0819002 /Timesheet #,20.69,,,,,,,
2,NO0819002,13,2,"Admin Fee /TS# /Job#200152442",402.23,0,1,3103-301, /Batch #NO0819002 /Timesheet #,24.13,,,,,,,
2,NO0819002,13,3,"Admin Fee /TS# /Job#200158224",483.90,0,1,3103-301, /Batch #NO0819002 /Timesheet #,29.03,,,,,,,
2,NO0819002,13,4,"Admin Fee /TS# /Job#200157021",402.23,0,1,3103-301, /Batch #NO0819002 /Timesheet #,24.13,,,,,,,
2,NO0819002,13,5,"Admin Fee /TS# /Job#200160226",298.78,0,1,3103-301, /Batch #NO0819002 /Timesheet #,17.93,,,,,,,
2,NO0819002,13,6,"Admin Fee /TS# /Job#200158226",277.78,0,1,3103-301, /Batch #NO0819002 /Timesheet #,16.67,,,,,,,
2,NO0819002,13,7,"Admin Fee /TS# /Job#200160225",298.78,0,1,3103-301, /Batch #NO0819002 /Timesheet #,17.93,,,,,,,
2,NO0819002,13,8,"Admin Fee /TS# /Job#200155927",402.23,0,1,3103-301, /Batch #NO0819002 /Timesheet #,24.13,,,,,,,
2,NO0819002,13,9,"Admin Fee /TS# /Job#200160227",298.78,0,1,3103-301, /Batch #NO0819002 /Timesheet #,17.93,,,,,,,
2,NO0819002,13,10,"Admin Fee /TS# /Job#200160227",144.74,0,1,3103-301, /Batch #NO0819002 /Timesheet #,8.68,,,,,,,
2,NO0819002,13,11,"EIS /TS# /Job#200151605",5.90,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,12,"EIS /TS# /Job#200152442",6.90,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,13,"EIS /TS# /Job#200158224",7.90,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,14,"EIS /TS# /Job#200157021",6.90,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,15,"EIS /TS# /Job#200160226",5.10,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,16,"EIS /TS# /Job#200158226",4.90,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,17,"EIS /TS# /Job#200160225",5.10,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,18,"EIS /TS# /Job#200155927",6.90,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,19,"EIS /TS# /Job#200160227",5.10,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,20,"EIS /TS# /Job#200160227",2.60,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,21,"EPF /TS# /Job#200151605",390.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,22,"EPF /TS# /Job#200152442",455.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,23,"EPF /TS# /Job#200158224",549.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,24,"EPF /TS# /Job#200157021",455.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,25,"EPF /TS# /Job#200160226",338.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,26,"EPF /TS# /Job#200158226",315.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,27,"EPF /TS# /Job#200160225",338.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,28,"EPF /TS# /Job#200155927",455.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,29,"EPF /TS# /Job#200160227",338.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,30,"EPF /TS# /Job#200160227",164.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,31,"Normal /TS# /Job#200151605",3000.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,32,"Normal /TS# /Job#200152442",3500.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,33,"Normal /TS# /Job#200158224",4213.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,34,"Normal /TS# /Job#200157021",3500.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,35,"Normal /TS# /Job#200160226",2600.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,36,"Normal /TS# /Job#200158226",2415.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,37,"Normal /TS# /Job#200160225",2600.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,38,"Normal /TS# /Job#200155927",3500.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,39,"Normal /TS# /Job#200160227",2600.00,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,40,"Normal /TS# /Job#200160227",1258.06,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,41,"SOCSO /TS# /Job#200151605",51.65,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,42,"SOCSO /TS# /Job#200152442",60.35,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,43,"SOCSO /TS# /Job#200158224",69.05,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,44,"SOCSO /TS# /Job#200157021",60.35,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,45,"SOCSO /TS# /Job#200160226",44.65,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,46,"SOCSO /TS# /Job#200158226",42.85,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,47,"SOCSO /TS# /Job#200160225",44.65,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,48,"SOCSO /TS# /Job#200155927",60.35,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,49,"SOCSO /TS# /Job#200160227",44.65,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
2,NO0819002,13,50,"SOCSO /TS# /Job#200160227",22.70,0,2,3103-301, /Batch #NO0819002 /Timesheet #,0.00,,,,,,,
3,NO0819002,13,1,20190927,37097.07,,,,,,,,,,,,
1,RU0819030,14,300034392,516715,1,AP-MONTH=08,20190828,0,20190927,1,0,SST,1,27.20,2019,08,
2,RU0819030,14,1,"+Med Benefit Reimburse /TS# /Job#200159060",79.00,0,1,3102-321, /Batch #RU0819030 /Timesheet #,4.74,,,,,,,
2,RU0819030,14,2,"Admin Fee /TS# /Job#200159060",374.40,0,1,3102-321, /Batch #RU0819030 /Timesheet #,22.46,,,,,,,
2,RU0819030,14,3,"EIS /TS# /Job#200159060",5.30,0,2,3102-321, /Batch #RU0819030 /Timesheet #,0.00,,,,,,,
2,RU0819030,14,4,"EPF /TS# /Job#200159060",312.00,0,2,3102-321, /Batch #RU0819030 /Timesheet #,0.00,,,,,,,
2,RU0819030,14,5,"Normal /TS# /Job#200159060",2400.00,0,2,3102-321, /Batch #RU0819030 /Timesheet #,0.00,,,,,,,
2,RU0819030,14,6,"Public Holiday 2.0 /TS# /Job#200159060",218.16,0,2,3102-321, /Batch #RU0819030 /Timesheet #,0.00,,,,,,,
2,RU0819030,14,7,"SOCSO /TS# /Job#200159060",46.35,0,2,3102-321, /Batch #RU0819030 /Timesheet #,0.00,,,,,,,
3,RU0819030,14,1,20190927,3462.41,,,,,,,,,,,,
