RECTYPE,BATCHID,BTCHENTRY,SRCELEDGER,SRCETYPE,DATEENTRY,JRNLDESC,FSCSYR,FSCSPERD
RECTYPE,BATCHNBR,JOURNALID,TRANSNBR,ACCTID,TRANSAMT,TRANSREF,TRANSDATE,SRCELDGR,SRCETYPE,COMMENT,TRANSDESC
2,CH0919008,5,9,4103-111,1190.4,/TS# /Job#200160016,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,5,10,2201,-1190.4,/TS# /Job#200160016,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,6,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,6,1,4103-111,3622,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,6,2,2201,-3622,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,6,3,4103-111,520,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,6,4,2201,-520,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,6,5,4103-111,439.25,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,6,6,2201,-439.25,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,6,7,4103-111,1521.8,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,6,8,2201,-1521.8,/TS# /Job#200160039,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,7,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,7,1,4103-111,6366,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,7,2,2201,-6366,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,7,3,4103-111,230,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,7,4,2201,-230,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,7,5,4103-111,416.5,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,7,6,2201,-416.5,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,7,7,4103-111,554.1,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,7,8,2201,-554.1,/TS# /Job#200160040,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,8,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,8,1,4103-111,3759,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,8,2,2201,-3759,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,8,3,4103-111,862.5,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,8,4,2201,-862.5,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,8,5,4103-111,1290,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,8,6,2201,-1290,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,8,7,4103-111,554.75,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,8,8,2201,-554.75,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,8,9,4103-111,1864.6,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,8,10,2201,-1864.6,/TS# /Job#200160030,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,9,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,9,1,4103-111,4249,/TS# /Job#200160034,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,9,2,2201,-4249,/TS# /Job#200160034,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,9,3,4103-111,360,/TS# /Job#200160034,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,9,4,2201,-360,/TS# /Job#200160034,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
1,CH0919008,10,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,10,1,4103-111,3245,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,10,2,2201,-3245,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,10,3,4103-111,140,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,10,4,2201,-140,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,10,5,4103-111,262.5,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,10,6,2201,-262.5,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,10,7,4103-111,1448.15,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,10,8,2201,-1448.15,/TS# /Job#200160041,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,11,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,11,1,4103-111,3852,/TS# /Job#200160042,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,11,2,2201,-3852,/TS# /Job#200160042,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,11,3,4103-111,2456.6,/TS# /Job#200160042,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,11,4,2201,-2456.6,/TS# /Job#200160042,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,12,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,12,1,4103-111,4399,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,12,2,2201,-4399,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,12,3,4103-111,550,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,12,4,2201,-550,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,12,5,4103-111,2400,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,12,6,2201,-2400,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,12,7,4103-111,1889.6,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,12,8,2201,-1889.6,/TS# /Job#200160058,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,13,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,13,1,4103-111,3933,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,13,2,2201,-3933,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,13,3,4103-111,175,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,13,4,2201,-175,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,13,5,4103-111,170,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,13,6,2201,-170,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,13,7,4103-111,696.5,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,13,8,2201,-696.5,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,13,9,4103-111,1313.38,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,13,10,2201,-1313.38,/TS# /Job#200160043,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,14,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,14,1,4103-111,3796,/TS# /Job#200160044,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,14,2,2201,-3796,/TS# /Job#200160044,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,14,3,4103-111,270,/TS# /Job#200160044,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,14,4,2201,-270,/TS# /Job#200160044,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,14,5,4103-111,1649,/TS# /Job#200160044,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,14,6,2201,-1649,/TS# /Job#200160044,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,15,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,15,1,4103-111,3458,/TS# /Job#200160045,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,15,2,2201,-3458,/TS# /Job#200160045,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,15,3,4103-111,220,/TS# /Job#200160045,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,15,4,2201,-220,/TS# /Job#200160045,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,15,5,4103-111,1501.6,/TS# /Job#200160045,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,15,6,2201,-1501.6,/TS# /Job#200160045,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,16,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,16,1,4103-111,6160,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,16,2,2201,-6160,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,16,3,4103-111,1100,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,16,4,2201,-1100,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,CH0919008,16,5,4103-111,1200,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,16,6,2201,-1200,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,16,7,4103-111,556.5,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,16,8,2201,-556.5,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Variable Allowance","Variable Allowance"
2,CH0919008,16,9,4103-111,1469.4,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,16,10,2201,-1469.4,/TS# /Job#200160056,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,17,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,17,1,4103-111,3581,/TS# /Job#200160055,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,17,2,2201,-3581,/TS# /Job#200160055,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,17,3,4103-111,1651.6,/TS# /Job#200160055,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,17,4,2201,-1651.6,/TS# /Job#200160055,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,18,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,18,1,4103-111,3901,/TS# /Job#200160054,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,18,2,2201,-3901,/TS# /Job#200160054,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,18,3,4103-111,40,/TS# /Job#200160054,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,18,4,2201,-40,/TS# /Job#200160054,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,18,5,4103-111,500.37,/TS# /Job#200160054,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,18,6,2201,-500.37,/TS# /Job#200160054,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,19,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,19,1,4103-111,3006,/TS# /Job#200160037,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,19,2,2201,-3006,/TS# /Job#200160037,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,19,3,4103-111,440,/TS# /Job#200160037,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,19,4,2201,-440,/TS# /Job#200160037,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,19,5,4103-111,997.59,/TS# /Job#200160037,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,CH0919008,19,6,2201,-997.59,/TS# /Job#200160037,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,CH0919008,20,GL,JE,20190916,Cost of Sales - Pays,2019,9
2,CH0919008,20,1,4103-111,6160,/TS# /Job#200160053,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,20,2,2201,-6160,/TS# /Job#200160053,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,CH0919008,20,3,4103-111,800,/TS# /Job#200160053,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,20,4,2201,-800,/TS# /Job#200160053,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,CH0919008,20,5,4103-111,701.75,/TS# /Job#200160053,20190916,GL,JE,/Batch #CH0919008 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
