RECTYPE,BATCHID,BTCHENTRY,SRCELEDGER,SRCETYPE,DATEENTRY,JRNLDESC,FSCSYR,FSCSPERD
RECTYPE,BATCHNBR,JOURNALID,TRANSNBR,ACCTID,TRANSAMT,TRANSREF,TRANSDATE,SRCELDGR,SRCETYPE,COMMENT,TRANSDESC
2,NU0219007,8,2,2201,-360,/TS# /Job#200142171,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,8,3,4101-321,3,/TS# /Job#200142171,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
2,NU0219007,8,4,2201,-3,/TS# /Job#200142171,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
1,NU0219007,9,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219007,9,1,4101-321,1710,/TS# /Job#200142175,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,9,2,2201,-1710,/TS# /Job#200142175,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,9,3,4101-321,80,/TS# /Job#200142175,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
2,NU0219007,9,4,2201,-80,/TS# /Job#200142175,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
1,NU0219007,10,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219007,10,1,4101-321,2100,/TS# /Job#200146161,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,10,2,2201,-2100,/TS# /Job#200146161,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,10,3,4101-321,75,/TS# /Job#200146161,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
2,NU0219007,10,4,2201,-75,/TS# /Job#200146161,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
1,NU0219007,11,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219007,11,1,4101-321,1170,/TS# /Job#200142173,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,11,2,2201,-1170,/TS# /Job#200142173,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,11,3,4101-321,40,/TS# /Job#200142173,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
2,NU0219007,11,4,2201,-40,/TS# /Job#200142173,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
1,NU0219007,12,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219007,12,1,4101-321,540,/TS# /Job#200154469,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,12,2,2201,-540,/TS# /Job#200154469,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219007,13,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219007,13,1,4101-321,1710,/TS# /Job#200142172,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,13,2,2201,-1710,/TS# /Job#200142172,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,13,3,4101-321,60,/TS# /Job#200142172,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
2,NU0219007,13,4,2201,-60,/TS# /Job#200142172,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
1,NU0219007,14,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219007,14,1,4101-321,360,/TS# /Job#200151449,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,14,2,2201,-360,/TS# /Job#200151449,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219007,14,3,4101-321,40,/TS# /Job#200151449,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
2,NU0219007,14,4,2201,-40,/TS# /Job#200151449,20190215,GL,JE,/Batch #NU0219007 /TSheet # /PaySlip # /Item: "Pay Adjustment","Pay Adjustment"
1,NU0219008,15,GL,JE,20190215,Cost of Sales - Pays,2019,2
2,NU0219008,15,1,4103-104,1896.77,/TS# /Job#200154358,20190215,GL,JE,/Batch #NU0219008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219008,15,2,2201,-1896.77,/TS# /Job#200154358,20190215,GL,JE,/Batch #NU0219008 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219008,15,3,4113-104,225.81,/TS# /Job#200154358,20190215,GL,JE,/Batch #NU0219008 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219008,15,4,2201,-225.81,/TS# /Job#200154358,20190215,GL,JE,/Batch #NU0219008 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
1,NU0219015,16,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219015,16,1,4102-324,8086,/TS# /Job#200150576,20190228,GL,JE,/Batch #NU0219015 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219015,16,2,2201,-8086,/TS# /Job#200150576,20190228,GL,JE,/Batch #NU0219015 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219015,16,3,4112-324,1000,/TS# /Job#200150576,20190228,GL,JE,/Batch #NU0219015 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219015,16,4,2201,-1000,/TS# /Job#200150576,20190228,GL,JE,/Batch #NU0219015 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
1,NU0219015,17,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219015,17,1,4102-324,354.15,/TS# /Job#200150576,20190228,GL,JE,/Batch #NU0219015 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
2,NU0219015,17,2,2201,-354.15,/TS# /Job#200150576,20190228,GL,JE,/Batch #NU0219015 /TSheet # /PaySlip # /Item: "Reimbursement/Claim","Reimbursement/Claim"
1,NU0219016,18,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219016,18,1,4102-324,3300,/TS# /Job#200153320,20190228,GL,JE,/Batch #NU0219016 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219016,18,2,2201,-3300,/TS# /Job#200153320,20190228,GL,JE,/Batch #NU0219016 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219017,19,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219017,19,1,4102-324,1100,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,19,2,2201,-1100,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,19,3,4102-324,80,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,19,4,2201,-80,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,19,5,4102-324,679.83,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,19,6,2201,-679.83,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,19,7,4102-324,400,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,19,8,2201,-400,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,19,9,4112-324,72,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,19,10,2201,-72,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,19,11,4112-324,56,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,19,12,2201,-56,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,19,13,4112-324,80,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
2,NU0219017,19,14,2201,-80,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
2,NU0219017,19,15,4102-324,80,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5 (Jan'19)","OT 1.5 (Jan'19)"
2,NU0219017,19,16,2201,-80,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5 (Jan'19)","OT 1.5 (Jan'19)"
2,NU0219017,19,17,4102-324,653.17,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0 (Jan'19)","OT 2.0 (Jan'19)"
2,NU0219017,19,18,2201,-653.17,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0 (Jan'19)","OT 2.0 (Jan'19)"
2,NU0219017,19,19,4102-324,160,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0 (Jan'19)","OT 3.0 (Jan'19)"
2,NU0219017,19,20,2201,-160,/TS# /Job#200148403,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0 (Jan'19)","OT 3.0 (Jan'19)"
1,NU0219017,20,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219017,20,1,4102-324,1100,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,20,2,2201,-1100,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,20,3,4102-324,160,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,20,4,2201,-160,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,20,5,4102-324,213.28,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,20,6,2201,-213.28,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,20,7,4102-324,600,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,20,8,2201,-600,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,20,9,4112-324,54,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,20,10,2201,-54,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,20,11,4112-324,36,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,20,12,2201,-36,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,20,13,4112-324,54,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Night Shift Allowance","Night Shift Allowance"
2,NU0219017,20,14,2201,-54,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Night Shift Allowance","Night Shift Allowance"
2,NU0219017,20,15,4112-324,80,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
2,NU0219017,20,16,2201,-80,/TS# /Job#200148405,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
1,NU0219017,21,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219017,21,1,4102-324,1100,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,21,2,2201,-1100,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,21,3,4102-324,190,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,21,4,2201,-190,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,21,5,4102-324,586.52,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,21,6,2201,-586.52,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,21,7,4102-324,210,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,21,8,2201,-210,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,21,9,4112-324,78,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,21,10,2201,-78,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,21,11,4112-324,36,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,21,12,2201,-36,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,21,13,4112-324,80,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
2,NU0219017,21,14,2201,-80,/TS# /Job#200148099,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
1,NU0219017,22,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219017,22,1,4102-324,1200,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,22,2,2201,-1200,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,22,3,4102-324,152.74,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,22,4,2201,-152.74,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 3.0","OT 3.0"
2,NU0219017,22,5,4102-324,436.5,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,22,6,2201,-436.5,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 2.0","OT 2.0"
2,NU0219017,22,7,4102-324,65.46,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,22,8,2201,-65.46,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,22,9,4112-324,66,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,22,10,2201,-66,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,22,11,4112-324,20,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,22,12,2201,-20,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,22,13,4112-324,80,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
2,NU0219017,22,14,2201,-80,/TS# /Job#200147600,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
1,NU0219017,23,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219017,23,1,4102-324,1300,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,23,2,2201,-1300,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219017,23,3,4102-324,44.32,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,23,4,2201,-44.32,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "OT 1.5","OT 1.5"
2,NU0219017,23,5,4112-324,60,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,23,6,2201,-60,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219017,23,7,4112-324,8,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,23,8,2201,-8,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Day Shift Allowance","Day Shift Allowance"
2,NU0219017,23,9,4112-324,80,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
2,NU0219017,23,10,2201,-80,/TS# /Job#200147172,20190228,GL,JE,/Batch #NU0219017 /TSheet # /PaySlip # /Item: "Perfect Attendance","Perfect Attendance"
1,NU0219018,24,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219018,24,1,4102-324,4950,/TS# /Job#200148092,20190228,GL,JE,/Batch #NU0219018 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219018,24,2,2201,-4950,/TS# /Job#200148092,20190228,GL,JE,/Batch #NU0219018 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219018,25,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219018,25,1,4102-324,2887.5,/TS# /Job#200152070,20190228,GL,JE,/Batch #NU0219018 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219018,25,2,2201,-2887.5,/TS# /Job#200152070,20190228,GL,JE,/Batch #NU0219018 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219018,26,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219018,26,1,4102-324,8239,/TS# /Job#200152073,20190228,GL,JE,/Batch #NU0219018 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219018,26,2,2201,-8239,/TS# /Job#200152073,20190228,GL,JE,/Batch #NU0219018 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219019,27,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219019,27,1,4102-324,8500,/TS# /Job#200152385,20190228,GL,JE,/Batch #NU0219019 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219019,27,2,2201,-8500,/TS# /Job#200152385,20190228,GL,JE,/Batch #NU0219019 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219019,27,3,4112-324,1200,/TS# /Job#200152385,20190228,GL,JE,/Batch #NU0219019 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
2,NU0219019,27,4,2201,-1200,/TS# /Job#200152385,20190228,GL,JE,/Batch #NU0219019 /TSheet # /PaySlip # /Item: "Auto Allowance","Auto Allowance"
1,NU0219021,28,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219021,28,1,4102-324,4066,/TS# /Job#200154997,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219021,28,2,2201,-4066,/TS# /Job#200154997,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219021,28,3,4612-324,3800,/TS# /Job#200154997,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Bonus","Bonus"
2,NU0219021,28,4,2201,-3800,/TS# /Job#200154997,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Bonus","Bonus"
1,NU0219021,29,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219021,29,1,4102-324,3800,/TS# /Job#200153207,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219021,29,2,2201,-3800,/TS# /Job#200153207,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219021,30,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219021,30,1,4102-324,4080,/TS# /Job#200153153,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Normal","Normal"
2,NU0219021,30,2,2201,-4080,/TS# /Job#200153153,20190228,GL,JE,/Batch #NU0219021 /TSheet # /PaySlip # /Item: "Normal","Normal"
1,NU0219022,31,GL,JE,20190228,Cost of Sales - Pays,2019,2
2,NU0219022,31,1,4102-324,8745,/TS# /Job#200154247,20190228,GL,JE,/Batch #NU0219022 /TSheet # /PaySlip # /Item: "Normal","Normal"
